name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
MOUNT SINAI HOSPITAL MEDICAL CENTER,15TH STREET CALIFORNIA AVE,CHICAGO,IL,60608,20138.83,15TH STREET CALIFORNIA AVE CHICAGO IL 60608,None,None,"S California Ave & W 15th Pl, Chicago, IL 60608, USA",41.8601272,-87.6957082,GEOMETRIC_CENTER,EjRTIENhbGlmb3JuaWEgQXZlICYgVyAxNXRoIFBsLCBDaGljYWdvLCBJTCA2MDYwOCwgVVNBImYiZAoUChIJSTDTWn4tDogRfvfx9BT0v7wSFAoSCUkw01p-LQ6IEX738fQU9L-8GhQKEglvu8TZKC4OiBFBBFivKm6vCRoUChIJUxFwbgstDogRGSVPiEZgYeMiCg04WfMYFWayuss,intersection,60608,15TH STREET CALIFORNIA AVE CHICAGO IL 60608,1,OK
PRIMARY CHILDRENS HOSPITAL,100 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,24645.73,100 NORTH MARIO CAPECCHI DRIVE SALT LAKE CITY UT 84113,None,None,"100 Mario Capecchi Dr, Salt Lake City, UT 84113, USA",40.7717633,-111.8389786,ROOFTOP,ChIJYX4S15ZfUocRU_lUSrhgFuw,street_address,84113,100 NORTH MARIO CAPECCHI DRIVE SALT LAKE CITY UT 84113,1,OK
CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DR,ROCHESTER,MI,48307,496.96,1101 W UNIVERSITY DR ROCHESTER MI 48307,None,None,"1101 W University Dr, Rochester, MI 48307, USA",42.6796677,-83.1494443,ROOFTOP,ChIJo9I2S-vpJIgR4RWeH50su7Y,street_address,48307,1101 W UNIVERSITY DR ROCHESTER MI 48307,1,OK
ST. PETERS UNIVERSITY HOSPITAL,254 Easton Ave,New Brunswick,NJ,8901,7122.82,254 Easton Ave New Brunswick NJ 8901,None,None,"254 Easton Ave, New Brunswick, NJ 08901, USA",40.5015232,-74.4594521,ROOFTOP,ChIJl7f7R_zGw4kRTIZ2eQP2LkI,street_address,08901,254 Easton Ave New Brunswick NJ 8901,1,OK
WOODHULL HOSPITAL CENTER,760 BROADWAY,BROOKLYN,NY,11206,525,760 BROADWAY BROOKLYN NY 11206,None,None,"760 Broadway, Brooklyn, NY 11206, USA",40.6996948,-73.9425116,ROOFTOP,ChIJkV6DoPBbwokRU2n2MhXaFPc,premise,11206,760 BROADWAY BROOKLYN NY 11206,1,OK
FULTON MEDICAL CENTER,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,83.04,10 SOUTH HOSPITAL DRIVE FULTON MO 65251,None,None,"10 S Hospital Dr, Fulton, MO 65251, USA",38.843494,-91.965735,ROOFTOP,ChIJfywR-bSP3IcRCigy6aJLMm8,street_address,65251,10 SOUTH HOSPITAL DRIVE FULTON MO 65251,1,OK
PALMETTO RICHLAND,5 RICHLAND MEDICAL PARK DRIVE,COLUMBIA,SC,29203,24054.58,5 RICHLAND MEDICAL PARK DRIVE COLUMBIA SC 29203,None,None,"5 Richland Medical Park Dr, Columbia, SC 29203, USA",34.0279493,-81.0333789,ROOFTOP,ChIJuT2aWuCk-IgRhQcl1UFCCxM,street_address,29203,5 RICHLAND MEDICAL PARK DRIVE COLUMBIA SC 29203,1,OK
CO. MENTAL HEALTH INST. - PUEBLO,1600 W 24th St,PUEBLO,CO,81001,188.78,1600 W 24th St PUEBLO CO 81001,None,None,"1600 W 24th St, Pueblo, CO 81003, USA",38.2895766,-104.6304784,ROOFTOP,ChIJFYiQSUGiE4cRQ-atNv3U2PE,street_address,81003,1600 W 24th St PUEBLO CO 81001,1,OK
Presbyterian Medical Center,51 N 39th St,Philadelphia,PA,19104,47134.74,51 N 39th St Philadelphia PA 19104,None,None,"51 N 39th St, Philadelphia, PA 19104, USA",39.958494,-75.1984936,ROOFTOP,ChIJbQMkcVbGxokRc5q0UgrD0D8,street_address,19104,51 N 39th St Philadelphia PA 19104,1,OK
THE QUEENS MEDICAL CENTER,1301 Punchbowl St,HONOLULU,HI,96813,235264.18,1301 Punchbowl St HONOLULU HI 96813,None,None,"1301 Punchbowl St, Honolulu, HI 96813, USA",21.3084698,-157.8538581,ROOFTOP,ChIJPYtlUt5tAHwRouRDr-B4tY4,premise,96813,1301 Punchbowl St HONOLULU HI 96813,1,OK
COAST PLAZA DOCTORS HOSPITAL,13100 Studebaker Rd,Norwalk,CA,90650,483.33,13100 Studebaker Rd Norwalk CA 90650,None,None,"13100 Studebaker Rd, Norwalk, CA 90650, USA",33.9127726,-118.0988257,ROOFTOP,ChIJL60_ErvSwoARvKX_d-QpVXU,premise,90650,13100 Studebaker Rd Norwalk CA 90650,1,OK
THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,98230.77,1555 LONG POND ROAD ROCHESTER NY 14626,None,None,"1555 Long Pond Rd, Rochester, NY 14626, USA",43.1924954,-77.7052439,ROOFTOP,ChIJPdbuSTKy1okR2G5DLXsOJik,street_address,14626,1555 LONG POND ROAD ROCHESTER NY 14626,1,OK
FROEDTERT MEM. LUTHERAN HOSPT.,9200 WEST WISCONSIN AVENUE,Milwaukee,WI,53226,53807.92,9200 WEST WISCONSIN AVENUE Milwaukee WI 53226,None,None,"9200 W Wisconsin Ave, Milwaukee, WI 53226, USA",43.0408461,-88.02429579999999,ROOFTOP,ChIJPRNxOCgFBYgRCPhPYRpP3Oc,street_address,53226,9200 WEST WISCONSIN AVENUE Milwaukee WI 53226,1,OK
GLENDALE ADVENTIST MEDICAL CENTER,1509 Wilson Ter,Glendale,CA,91206,10980.98,1509 Wilson Ter Glendale CA 91206,None,None,"1509 Wilson Terrace, Glendale, CA 91206, USA",34.1502139,-118.2304591,ROOFTOP,ChIJsTOjKAvBwoARONi1d3UuPVI,premise,91206,1509 Wilson Ter Glendale CA 91206,1,OK
CONCORD HOSPITAL INC.,250 PLEASANT STREET,CONCORD,NH,3301,27516.02,250 PLEASANT STREET CONCORD NH 3301,None,None,"250 Pleasant St, Concord, NH 03301, USA",43.1975246,-71.5619313,ROOFTOP,ChIJSTbXQq5q4okRizz6b-undmY,street_address,03301,250 PLEASANT STREET CONCORD NH 3301,1,OK
SWEDISHAMERICAN HOSPITAL,1401 E State St,Rockford,IL,61104,44125.96,1401 E State St Rockford IL 61104,None,None,"1401 E State St, Rockford, IL 61104, USA",42.265978,-89.0738954,ROOFTOP,ChIJ4V2NFba_CIgRO1elpTNi0BE,street_address,61104,1401 E State St Rockford IL 61104,1,OK
JOHNS HOPKINS BAYVIEW MED. CTR.,5505 Hopkins Bayview Cir,Baltimore,MD,21224,41018.73,5505 Hopkins Bayview Cir Baltimore MD 21224,None,None,"5505 Hopkins Bayview Cir, Baltimore, MD 21224, USA",39.2895404,-76.54791999999999,ROOFTOP,ChIJ27CdEagGyIkRAtmg4TiA4F8,premise,21224,5505 Hopkins Bayview Cir Baltimore MD 21224,1,OK
AKRON GENERAL MEDICAL CENTER,400 WABASH AVE,AKRON,OH,44307,30320.64,400 WABASH AVE AKRON OH 44307,None,None,"400 Wabash Ave, Akron, OH 44307, USA",41.0779843,-81.53258579999999,ROOFTOP,ChIJy5lqTDrWMIgRkue3MQZmQDg,street_address,44307,400 WABASH AVE AKRON OH 44307,1,OK
UH ST JOHN MEDICAL CENTER,29000 Center Ridge Rd,Westlake,OH,44145,8260.91,29000 Center Ridge Rd Westlake OH 44145,None,None,"29000 Center Ridge Rd, Westlake, OH 44145, USA",41.4357599,-81.9437473,ROOFTOP,ChIJ9wgwZ9KTMIgRpYdTeyX8Pk4,street_address,44145,29000 Center Ridge Rd Westlake OH 44145,1,OK
ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVENUE,PHILADELPHIA,PA,19128,3298.97,5800 RIDGE AVENUE PHILADELPHIA PA 19128,None,None,"5800 Ridge Ave, Philadelphia, PA 19128, USA",40.0289682,-75.2101043,ROOFTOP,ChIJYWpQbvK4xokRMpJQ3bVBav8,street_address,19128,5800 RIDGE AVENUE PHILADELPHIA PA 19128,1,OK
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,35890.74,2601 OCEAN PARKWAY BROOKLYN NY 11235,None,None,"2601 Ocean Pkwy, Brooklyn, NY 11235, USA",40.5856257,-73.9648706,ROOFTOP,ChIJyQ9PXFtEwokRQCCYWQOVgpI,street_address,11235,2601 OCEAN PARKWAY BROOKLYN NY 11235,1,OK
DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,43667.14,24 HOSPITAL AVE DANBURY CT 6810,None,None,"24 Hospital Ave, Danbury, CT 06810, USA",41.4050552,-73.444497,ROOFTOP,ChIJFzJ7_2n_54kRWh7t8dBqqlM,street_address,06810,24 HOSPITAL AVE DANBURY CT 6810,1,OK
WEST JEFFERSON MEDICAL CENTER,1101 Medical Center Blvd,MARRERO,LA,70072,5608.3,1101 Medical Center Blvd MARRERO LA 70072,None,None,"1101 Medical Center Blvd, Marrero, LA 70072, USA",29.8920731,-90.09440389999999,ROOFTOP,ChIJLzSK63KkIIYRnNiMnAcCFA0,street_address,70072,1101 Medical Center Blvd MARRERO LA 70072,1,OK
ROBERT PACKER HOSPITAL,1 Guthrie Sq,Sayre,PA,18840,11162.39,1 Guthrie Sq Sayre PA 18840,None,None,"1 Guthrie Square, Sayre, PA 18840, USA",41.9800398,-76.52068109999999,ROOFTOP,ChIJIc_0yGUJ0IkRUBiUlfJqgFs,"doctor,establishment,health,point_of_interest",18840,1 Guthrie Sq Sayre PA 18840,1,OK
SCHUMPERT MEDICAL CENTER,1 Saint Mary Pl,SHREVEPORT,LA,71101,662.21,1 Saint Mary Pl SHREVEPORT LA 71101,None,None,"1 St Mary Pl, Shreveport, LA 71101, USA",32.4952131,-93.7500123,ROOFTOP,ChIJc148XE7NNoYRwOmoFg7O744,premise,71101,1 Saint Mary Pl SHREVEPORT LA 71101,1,OK
BAPTIST HEALTH MEDICAL CENTER - LR,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,36443.52,9601 BAPTIST HEALTH DRIVE LITTLE ROCK AR 72205,None,None,"9601 Baptist Health Dr, Little Rock, AR 72205, USA",34.7444214,-92.3810554,ROOFTOP,ChIJjaJU76mm0ocRzAXa_ByjeOU,street_address,72205,9601 BAPTIST HEALTH DRIVE LITTLE ROCK AR 72205,1,OK
DESERT HOSPITAL,1150 N Indian Canyon Dr,Palm Springs,CA,92262,4095.81,1150 N Indian Canyon Dr Palm Springs CA 92262,None,None,"1150 N Indian Canyon Dr, Palm Springs, CA 92262, USA",33.838731,-116.543459,ROOFTOP,ChIJKxWXGccb24AReaX3eG47xhA,street_address,92262,1150 N Indian Canyon Dr Palm Springs CA 92262,1,OK
NY COMMUNITY HOSPITAL OF BROOKLYN,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,68209.54,2525 KINGS HIGHWAY BROOKLYN NY 11229,None,None,"2525 Kings Hwy, Brooklyn, NY 11229, USA",40.6137918,-73.94835090000001,ROOFTOP,ChIJfR37Jb1EwokR6q76rR7xeQo,street_address,11229,2525 KINGS HIGHWAY BROOKLYN NY 11229,1,OK
MERITER HOSPITAL  INC.,202 SOUTH PARK STREET,MADISON,WI,53715,821.94,202 SOUTH PARK STREET MADISON WI 53715,None,None,"202 S Park St, Madison, WI 53715, USA",43.0660369,-89.40193149999999,ROOFTOP,ChIJFUK_b9KsB4gR_rS0qxlGJyI,premise,53715,202 SOUTH PARK STREET MADISON WI 53715,1,OK
FOUNTAIN VALLEY REG MEDICAL CENTER,17100 Euclid St,Fountain Valley,CA,92708,3884.26,17100 Euclid St Fountain Valley CA 92708,None,None,"17100 Euclid St, Fountain Valley, CA 92708, USA",33.7151853,-117.9360672,ROOFTOP,ChIJUXhTymcn3YART50-qSTcFvA,premise,92708,17100 Euclid St Fountain Valley CA 92708,1,OK
REID HOSPITAL & HEALTH CARE SERVICES,1401 CHESTER BOULEVARD,RICHMOND,IN,47374,6222.36,1401 CHESTER BOULEVARD RICHMOND IN 47374,None,None,"1401 Chester Blvd, Richmond, IN 47374, USA",39.845375,-84.886594,ROOFTOP,ChIJV1XVo-0AQIgRIMrRULv2Ewg,street_address,47374,1401 CHESTER BOULEVARD RICHMOND IN 47374,1,OK
KUAKINI MEDICAL CENTER,347 N Kuakini St,Honolulu,HI,96817,2531.9,347 N Kuakini St Honolulu HI 96817,None,None,"347 N Kuakini St, Honolulu, HI 96817, USA",21.3221545,-157.8567384,ROOFTOP,ChIJkaZfnnhuAHwRPnCvGhKvtqM,street_address,96817,347 N Kuakini St Honolulu HI 96817,1,OK
KOOTENAI HOSPITAL DISTRICT,2003 Kootenai Health Way,Coeur D Alene,ID,83814,14794.32,2003 Kootenai Health Way Coeur D Alene ID 83814,None,None,"2003 Kootenai Health Way, Coeur d'Alene, ID 83814, USA",47.6955728,-116.793206,ROOFTOP,ChIJ-zHvC8HGYVMRyj6Jdv8m8Hs,street_address,83814,2003 Kootenai Health Way Coeur D Alene ID 83814,1,OK
HOLY CROSS HOSPITAL,1799 S Federal Highway,Boca Raton,FL,33432,37625,1799 S Federal Highway Boca Raton FL 33432,None,None,"1799 S Federal Hwy, Boca Raton, FL 33432, USA",26.3334934,-80.08998439999999,RANGE_INTERPOLATED,Ei0xNzk5IFMgRmVkZXJhbCBId3ksIEJvY2EgUmF0b24sIEZMIDMzNDMyLCBVU0EiGxIZChQKEgmx3evecuLYiBE3NEe5NO9xlBCHDg,street_address,33432,1799 S Federal Highway Boca Raton FL 33432,1,OK
HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,457627.67,80 SEYMOUR STREET HARTFORD CT 6102,None,None,"80 Seymour St, Hartford, CT 06106, USA",41.7545616,-72.6792339,ROOFTOP,ChIJWwxYrmxT5okRy_RWuBMhjU8,premise,06106,80 SEYMOUR STREET HARTFORD CT 6102,1,OK
BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER,FARMINGTON HILLS,MI,48336,15458.71,28050 GRAND RIVER FARMINGTON HILLS MI 48336,None,None,"28050 Grand River Ave, Farmington Hills, MI 48336, USA",42.444175,-83.3247885,ROOFTOP,ChIJ1VakE6W2JIgR0zRMWOAblhU,street_address,48336,28050 GRAND RIVER FARMINGTON HILLS MI 48336,1,OK
KFH - SACRAMENTO,2025 Morse Ave,Sacramento,CA,95825,11147.67,2025 Morse Ave Sacramento CA 95825,None,None,"2025 Morse Ave, Sacramento, CA 95825, USA",38.6015925,-121.3931543,ROOFTOP,ChIJ24Jpp87bmoAR7Ld5QSx3jak,street_address,95825,2025 Morse Ave Sacramento CA 95825,1,OK
ST. LUKES HOSPITAL,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,3819.5,3555 CESAR CHAVEZ STREET SAN FRANCISCO CA 94110,None,None,"3555 Cesar Chavez, San Francisco, CA 94110, USA",37.7476239,-122.421527,ROOFTOP,ChIJDbH3fUF-j4AR9oTWuYtvu20,street_address,94110,3555 CESAR CHAVEZ STREET SAN FRANCISCO CA 94110,1,OK
RUSH FOUNDATION HOSPITAL,1314 19TH AVENUE,MERIDIAN,MS,39301,4512.72,1314 19TH AVENUE MERIDIAN MS 39301,None,None,"1314 19th Ave, Meridian, MS 39301, USA",32.3705122,-88.6975456,ROOFTOP,ChIJPVttwOl9hIgR0qSbZ_8TGMA,street_address,39301,1314 19TH AVENUE MERIDIAN MS 39301,1,OK
MEMORIAL HERMANN TIRR,1333 Moursund St,Houston,TX,77030,4500,1333 Moursund St Houston TX 77030,None,None,"1333 Moursund St, Houston, TX 77030, USA",29.7093621,-95.3940422,ROOFTOP,ChIJ29k9HHbAQIYRYESyk0enq-U,street_address,77030,1333 Moursund St Houston TX 77030,1,OK
KATHERINE SHAW BETHEA,403 E 1st St,Dixon,IL,61021,3473.88,403 E 1st St Dixon IL 61021,None,None,"403 E 1st St, Dixon, IL 61021, USA",41.84454160000001,-89.4793127,ROOFTOP,ChIJfQvkAgSsCYgRnCJ5hvONoWA,premise,61021,403 E 1st St Dixon IL 61021,1,OK
UNIVERSITY HOSPITAL,7201 N University Dr,Tamarac,FL,33321,2539.5,7201 N University Dr Tamarac FL 33321,None,None,"7201 N University Dr, Tamarac, FL 33321, USA",26.2119682,-80.2542607,ROOFTOP,ChIJjRrjAZYF2YgRY1lh4nUL83U,premise,33321,7201 N University Dr Tamarac FL 33321,1,OK
JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,9898.36,8900 VAN WYCK EXPRESSWAY JAMAICA NY 11418,None,None,"8900 Van Wyck Expy, Richmond Hill, NY 11418, USA",40.7005373,-73.816226,ROOFTOP,ChIJBXdWXchgwokRLX06P0cVvHg,premise,11418,8900 VAN WYCK EXPRESSWAY JAMAICA NY 11418,1,OK
EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,419.67,250 SOUTH 21ST STREET EASTON PA 18042,None,None,"250 S 21st St, Easton, PA 18042, USA",40.6869567,-75.2412321,ROOFTOP,ChIJQekVOodsxIkROjuXC9CWEWI,premise,18042,250 SOUTH 21ST STREET EASTON PA 18042,1,OK
GUNDERSEN LUTHERAN MEDICAL CENTER  I,3111 Gundersen Dr,Onalaska,WI,54650,18398.38,3111 Gundersen Dr Onalaska WI 54650,None,None,"3111 Gundersen Dr, Onalaska, WI 54650, USA",43.8745031,-91.18285399999999,ROOFTOP,ChIJx5JtGY6s_ocR9Y52nl9hIcQ,premise,54650,3111 Gundersen Dr Onalaska WI 54650,1,OK
MERCY ST. ANNE HOSPITAL,3404 W. SYLVANIA AVE,TOLEDO,OH,43623,909.27,3404 W. SYLVANIA AVE TOLEDO OH 43623,None,None,"3404 W Sylvania Ave, Toledo, OH 43623, USA",41.6935557,-83.6257808,ROOFTOP,ChIJlbGnMwV_PIgRslbN1_L5LhY,premise,43623,3404 W. SYLVANIA AVE TOLEDO OH 43623,1,OK
AVERA MCKENNAN,1325 SOUTH CLIFF,SIOUX FALLS,SD,57117,51458.99,1325 SOUTH CLIFF SIOUX FALLS SD 57117,None,None,"1325 S Cliff Ave, Sioux Falls, SD 57105, USA",43.533823,-96.7146753,ROOFTOP,ChIJ8YT2_8i1jocRtnmdhcNvV4Q,street_address,57105,1325 SOUTH CLIFF SIOUX FALLS SD 57117,1,OK
THE NEBRASKA MEDICAL CENTER,987400 Nebraska Medical Ctr,Omaha,NE,68198,794609.51,987400 Nebraska Medical Ctr Omaha NE 68198,None,None,"987400 Nebraska Medical Ctr, Omaha, NE 68198, USA",41.2575141,-96.0049478,ROOFTOP,ChIJM_yth7iNk4cR8V_aR5oOtsY,"doctor,establishment,health,point_of_interest",68198,987400 Nebraska Medical Ctr Omaha NE 68198,1,OK
RUSH UNIVERSITY MEDICAL CENTER,1653 W Congress Pkwy,CHICAGO,IL,60612,2964625.91,1653 W Congress Pkwy CHICAGO IL 60612,None,None,"1653 W Congress Pkwy, Chicago, IL 60612, USA",41.8747095,-87.668452,ROOFTOP,ChIJf0vMjRctDogRWdJVUDWd4K8,street_address,60612,1653 W Congress Pkwy CHICAGO IL 60612,1,OK
HENRY FORD HOSPITAL,ONE FORD PLACE,DETROIT,MI,48202,1953044.22,ONE FORD PLACE DETROIT MI 48202,None,None,"One Ford Place, 1 Ford Pl, Detroit, MI 48202, USA",42.3635633,-83.0750856,ROOFTOP,ChIJrdKYIp_SJIgRM-yjIHd9568,premise,48202,ONE FORD PLACE DETROIT MI 48202,1,OK
LAKE CHARLES MEMORIAL HOSPITAL,1701 Oak Park Blvd,Lake Charles,LA,70601,64638.1,1701 Oak Park Blvd Lake Charles LA 70601,None,None,"1701 Oak Park Blvd, Lake Charles, LA 70601, USA",30.2046906,-93.19758180000001,ROOFTOP,ChIJh_BqYKKGO4YRDpzd0Y0bzqg,premise,70601,1701 Oak Park Blvd Lake Charles LA 70601,1,OK
KFH - OAKLAND,275 W MACARTHUR BLVD,OAKLAND,CA,94611,2311.45,275 W MACARTHUR BLVD OAKLAND CA 94611,None,None,"275 W MacArthur Blvd, Oakland, CA 94611, USA",37.8235207,-122.2585683,ROOFTOP,ChIJKXaD3fh9hYARI3jQ5Pk5kcg,street_address,94611,275 W MACARTHUR BLVD OAKLAND CA 94611,1,OK
MERCY HOSPITAL OF BUFFALO,565 ABBOTT RD,BUFFALO,NY,14220,20540.09,565 ABBOTT RD BUFFALO NY 14220,None,None,"565 Abbott Rd, Buffalo, NY 14220, USA",42.8475501,-78.8125785,ROOFTOP,ChIJmVipnG0O04kR_5srow7OOBA,street_address,14220,565 ABBOTT RD BUFFALO NY 14220,1,OK
WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,136.03,128 LEHUA STREET WAHIAWA HI 96786,None,None,"128 Lehua St, Wahiawa, HI 96786, USA",21.4990365,-158.0262249,ROOFTOP,ChIJKU6AgvJdAHwRgYGSq8th91w,street_address,96786,128 LEHUA STREET WAHIAWA HI 96786,1,OK
The Washington Hospital,155 Wilson Avenue,Washington,PA,15301,8461.63,155 Wilson Avenue Washington PA 15301,None,None,"155 Wilson Ave, Washington, PA 15301, USA",40.1831171,-80.246246,ROOFTOP,ChIJVdxOywmtNYgRO87DrALEdfk,premise,15301,155 Wilson Avenue Washington PA 15301,1,OK
HENRY FORD MACOMB HOSPITAL,215 NORTH AVENUE,MT. CLEMENS,MI,48043,4283.09,215 NORTH AVENUE MT. CLEMENS MI 48043,None,None,"215 North Ave, Mt Clemens, MI 48043, USA",42.606625,-82.8813067,ROOFTOP,ChIJyVlW4V4gJYgRQl3s3x4u9o8,premise,48043,215 NORTH AVENUE MT. CLEMENS MI 48043,1,OK
DRISCOLL CHILDRENS HOSPITAL,3533 SOUTH ALAMEDA ST,CORPUS CHRISTI,TX,78411,3261.18,3533 SOUTH ALAMEDA ST CORPUS CHRISTI TX 78411,None,None,"3533 S Alameda St, Corpus Christi, TX 78411, USA",27.7487801,-97.3864217,ROOFTOP,ChIJiyVn-XJfaIYR9qN39F0yRhs,street_address,78411,3533 SOUTH ALAMEDA ST CORPUS CHRISTI TX 78411,1,OK
UH PARMA MEDICAL CENTER,7007 POWERS BLVD.,PARMA,OH,44129,166.79,7007 POWERS BLVD. PARMA OH 44129,None,None,"7007 Powers Blvd, Parma, OH 44129, USA",41.3818498,-81.7313889,ROOFTOP,ChIJQyqmktToMIgR71vGHLLkYWg,street_address,44129,7007 POWERS BLVD. PARMA OH 44129,1,OK
CENTRA STATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,8748.84,901 WEST MAIN STREET FREEHOLD NJ 7728,None,None,"901 W Main St, Freehold, NJ 07728, USA",40.2376248,-74.3125855,ROOFTOP,ChIJd9uMkXjWw4kRc_fGWQw6ZLc,street_address,07728,901 WEST MAIN STREET FREEHOLD NJ 7728,1,OK
MARY IMOGENE BASSETT HOSPITAL,1 ATWELL ROAD,COOPERSTOWN,NY,13326,27113.82,1 ATWELL ROAD COOPERSTOWN NY 13326,None,None,"1 Atwell Rd, Cooperstown, NY 13326, USA",42.695726,-74.92336089999999,ROOFTOP,ChIJIxg6ViAH3IkRRZ7SRg2vXeg,street_address,13326,1 ATWELL ROAD COOPERSTOWN NY 13326,1,OK
STONY BROOK UNIVERSITY HOSPITAL,NICOLLS ROAD,Stony Brook,NY,11794,75599.08,NICOLLS ROAD Stony Brook NY 11794,None,None,"Nicolls Rd, Stony Brook, NY 11794, USA",40.907462,-73.1183125,GEOMETRIC_CENTER,EiZOaWNvbGxzIFJkLCBTdG9ueSBCcm9vaywgTlkgMTE3OTQsIFVTQSIuKiwKFAoSCUUZE57zR-iJEagCZ6n0iWgWEhQKEgmF87YaMD_oiREKv6Eabbem6A,route,11794,NICOLLS ROAD Stony Brook NY 11794,1,OK
UPSTATE UNIV HOSP AT COMM GENERAL,4900 Broad Rd,Syracuse,NY,13215,5077.16,4900 Broad Rd Syracuse NY 13215,None,None,"4900 Broad Rd, Syracuse, NY 13215, USA",43.0078725,-76.1680308,ROOFTOP,ChIJX5hhhiL02YkRY0diGuxDtTg,street_address,13215,4900 Broad Rd Syracuse NY 13215,1,OK
UT SOUTHWESTERN MED CTR- ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,28771.36,5151 HARRY HINES BLVD DALLAS TX 75390,None,None,"5151 Harry Hines Blvd, Dallas, TX 75235, USA",32.8106928,-96.83689,ROOFTOP,ChIJR9U0-AKcToYRHLIr6qjHcmg,premise,75235,5151 HARRY HINES BLVD DALLAS TX 75390,1,OK
GILLETTE CHILDRENS SPECIALTY HEALTH,200 EAST UNIVERSITY,ST. PAUL,MN,55101,5000,200 EAST UNIVERSITY ST. PAUL MN 55101,None,None,"200 University Ave E, St Paul, MN 55101, USA",44.95625769999999,-93.0951223,ROOFTOP,ChIJm2BVClXV94cRgE_KzHel6Ok,"doctor,establishment,health,hospital,point_of_interest",55101,200 EAST UNIVERSITY ST. PAUL MN 55101,1,OK
MAYO CLINIC HOSPITAL,5777 E Mayo Blvd,PHOENIX,AZ,85054,1661042.12,5777 E Mayo Blvd PHOENIX AZ 85054,None,None,"5777 E Mayo Blvd, Phoenix, AZ 85054, USA",33.6590516,-111.9564498,ROOFTOP,ChIJneyoCzVxK4cRC6VxDlhTmm4,street_address,85054,5777 E Mayo Blvd PHOENIX AZ 85054,1,OK
ST. VINCENTS MEDICAL CENTER-RIVERSI,1 Shircliff Way,JACKSONVILLE,FL,32204,14204.1,1 Shircliff Way JACKSONVILLE FL 32204,None,None,"1 Shircliff Way, Jacksonville, FL 32204, USA",30.3071111,-81.69007669999999,ROOFTOP,ChIJtaOAYIC35YgRCtXUVIQxzdM,premise,32204,1 Shircliff Way JACKSONVILLE FL 32204,1,OK
THE UNIVERSITY OF TEXAS MEDICAL BR.,301 UNIVERSITY BLVD,GALVESTON,TX,77555,792691.19,301 UNIVERSITY BLVD GALVESTON TX 77555,None,None,"301 University Blvd, Galveston, TX 77550, USA",29.3107498,-94.7758738,ROOFTOP,ChIJ8cALvzeeP4YRhUnYQwabDoI,street_address,77550,301 UNIVERSITY BLVD GALVESTON TX 77555,1,OK
MCHS EAU CLAIRE HOSPITAL,1221 WHIPPLE STREET,EAU CLAIRE,WI,54702,26414.97,1221 WHIPPLE STREET EAU CLAIRE WI 54702,None,None,"1221 Whipple St, Eau Claire, WI 54703, USA",44.8121863,-91.5129352,ROOFTOP,ChIJg5j2TGW9-IcRbM505QhRUJg,street_address,54703,1221 WHIPPLE STREET EAU CLAIRE WI 54702,1,OK
ST. FRANCIS HOSPITAL,5959 Park Ave,Memphis,TN,38119,49742.65,5959 Park Ave Memphis TN 38119,None,None,"5959 Park Ave, Memphis, TN 38119, USA",35.098262,-89.8648338,ROOFTOP,ChIJK7Ux9MOEf4gRmz2PR9pIQp0,premise,38119,5959 Park Ave Memphis TN 38119,1,OK
MOUNTAINSIDE HOSPITAL,1 Bay Avenue,MONTCLAIR,NJ,7042,108.76,1 Bay Avenue MONTCLAIR NJ 7042,None,None,"1 Bay Ave, Glen Ridge, NJ 07028, USA",40.8117527,-74.2037167,ROOFTOP,ChIJabda2kVVwokRIU0Y6cwDLYM,premise,07028,1 Bay Avenue MONTCLAIR NJ 7042,1,OK
